created_at,full_text,score,label
Tue Oct 06 01:59:18 +0000 2020,nilai dunia tempat aman sama generasi punya sadar global tinggi didik toleransi ketenagakerjaan peran orang tua sehat mental generasi sangat penting,-1,Negatif
Tue Oct 06 00:51:13 +0000 2020,generasi pandai jaga kontrol sehat mental hadap polemik proses dewasa mentalhealth adhikara mabaub rajabrawijaya kitasatubrawijaya kreasinyatabrawijayans,2,Positif
Mon Oct 05 14:09:43 +0000 2020,sih imbang aktivitas hidup upaya capai tahan psikologis sehat mental generasi sangat penting usia belia tak banyak tahu kondisi sehat mental anak muda baik anggap orang,-4,Negatif
Mon Oct 05 14:09:42 +0000 2020,penting mental health generasi sehat mental tingkat sejahtera psikologis ada sakit mental perspektif psikologi positif holisme sehat mental cakup mampu individu nikmat hidup cipta sih,1,Positif
Mon Oct 05 07:47:17 +0000 2020,beberapa cara bagi tetap jaga sehat mental walaupun rumah khusus generasi stay happy stay healthy,2,Positif
Mon Oct 05 07:47:15 +0000 2020,mental health sini bagi tips trik tetap jaga sehat mental utama generasi masa pandemi,0,Netral
Mon Oct 05 07:10:10 +0000 2020,pasti tementemen semua tau kan penting sehat mental efek nyata tementemen sehat mental gen nyata turun lho nah salah satu faktor sebab gen lebih suka diam rumah banding generasi lain,-2,Negatif
Mon Oct 05 07:10:09 +0000 2020,halo semuaa nama aku zidan zuhdi cluster fakultas tani prodi agroekoteknologi universitas brawijaya thread twitter kali aku mau ngebahas sehat mental generasi gen,0,Netral
Mon Oct 05 05:46:00 +0000 2020,penting sehat mental utama generasi thread,-1,Negatif
Mon Oct 05 05:15:41 +0000 2020,penting sadar sehat mental milenial who sebut generasi kena ganggu sehat mental tambah masa muda masa proses cari jati diri tuju jadi manusia utuh lebih bimbang tentu,-4,Negatif
Mon Oct 05 03:30:10 +0000 2020,edukasi sehat mental penting lihat banyak invidu generasi alami stres maupun depresi tuntut lebih maju iring kembang zaman beri edukasi sehat mental masyarakat jadi tau sehat mental penting,-3,Negatif
Mon Oct 05 03:29:12 +0000 2020,sehat mental sangat penting generasi banyak kalang alami stres masalahmasalah jadi diri,-4,Negatif
Mon Oct 05 02:20:47 +0000 2020,relita nurcahyanifpubagroekoteknologicluster mental health mental health sehat mental seringkali abai bagi besar orang utama generasi padahal sebut sangat penting hidup,-2,Negatif
Sun Oct 04 13:46:41 +0000 2020,sebab tinggi ganggu sehat mental generasi kurang perhati orang tua kondisi mental cara didik salah lingkung sosial dukung kembang pribadi orang,-2,Negatif
Sun Oct 04 13:30:51 +0000 2020,dinamika sehat mental tantang generasi hadap masalah sehat mental a thread,-2,Negatif
Sun Oct 04 13:18:16 +0000 2020,nama andinie zalfa rizqy fakultas program didik vokasi universitas brawijaya jurus business english cluster berapa penting sehat mental era pandemi covid utama generasi,-2,Negatif
Sun Oct 04 13:05:36 +0000 2020,kaji urgensi sehat mental generasi indonesia a thread,0,Netral
Sun Oct 04 09:49:25 +0000 2020,dasar jurnal jadi referensi jawab masalah solusi saran baik jaga sehat mental masyarakat indonesia ada generasi,-1,Negatif
Sun Oct 04 09:37:34 +0000 2020,arah negatif bermacammacam jenis ganggu mental contoh bipolar depresi stres insecure perlu sadar orangorang sehat mental jadi butuh masyarakat utama generasi,-4,Negatif
Sun Oct 04 07:48:25 +0000 2020,ganggu sehat mental banyak temu generasi banyak alami ganggu sehat mental akibat banyak tekan beri contoh tekan beri tugas lebih hubung kurang,-4,Negatif
Sun Oct 04 07:10:21 +0000 2020,jaga sehat mental generasi tetap stabilsetiap orang tua selalu pantau perhati tingkah laku anak beri batas waktu akses internetbeberapa cara laku,-2,Negatif
Sun Oct 04 04:08:55 +0000 2020,kalau generasi ajar asa cemas sedih terus kan ajar ganggu turun risiko cemas ganggu cemas lebih bukan ganggu sehat mental fisik bukti terkadang orang cemas mualmual sakit,-12,Negatif
Sun Oct 04 04:06:10 +0000 2020,bicara soal mental health seperti perlu bicara soal generasi gen mental health rupa salah satu penting hidup mental health sini bukan arti berani sehat mental hadap halhal,-3,Negatif
Sun Oct 04 01:13:32 +0000 2020,banyak aku pernah alami stres generasi generasi generasi huni banyak anakanak milenial sehat mental utama sering timbul masalah ada teknologi pada degradasi moral banyak,-7,Negatif
Sat Oct 03 07:44:24 +0000 2020,jadi ganggu sehat mental individu sebut hambat aktivitas hari hari lebih generasi generasi kini mayoritas hidup habis mahasiswa ajar anak anak,-4,Negatif
Sat Oct 03 07:38:59 +0000 2020,dampak pandemi sehat mental generasi lihat angka pasien covid indonesia kian hari makin tambah buat perintah indonesia akhir luncur program psbb putus mata rantai virus sebut adhikara mabaub rajabrawijaya,-1,Negatif
Sat Oct 03 06:16:00 +0000 2020,generasi generasi tahun lahir rentang tahun hingga tahun banyak pengaruh sehat mental contoh nya paling dekat ada pandemic covid orang ajar tentu tuntut laku,-3,Negatif
Sat Oct 03 06:15:59 +0000 2020,penting mental health generasi assalamualaikum warahmatullah wabarokatuh nama audiava happy kenthida vanezza h fakultas terna cluster tahu mental health sehat mental tentu milik orang,1,Positif
Fri Oct 02 14:25:19 +0000 2020,generasi sangat butuh maju bangsa negara masa datang sehat mental mental health sangat perlu citacita impi masa datang ganggu ganggu jiwa alami,-6,Negatif
Fri Oct 02 12:47:37 +0000 2020,sehat mental jadi perhati generasi langsung hidup masa depan bangsa dunia,0,Netral
Fri Oct 02 12:33:47 +0000 2020,sayang soal sehat jiwa anggap kurang penting bagi orang banding sehat fisik bahkan who sebut generasi muda generasi sangat rentan kena ganggu mental,-8,Negatif
Fri Oct 02 10:09:53 +0000 2020,judul stres america generation anak muda usia tahun kelompok manusia kondisi sehat mental buruk banding generasi lain,-5,Negatif
Fri Oct 02 09:09:22 +0000 2020,solusi cara cegah moga perhati sehat mental generasi bawa ubah nyata bangsa negara,1,Positif
Fri Oct 02 09:09:21 +0000 2020,dampak bahaya lahir kembang era teknologi digital jadi generasi candu teknologi cenderung antisosial dampak buruk sehat mental mental health generasi,-5,Negatif
Fri Oct 02 08:07:16 +0000 2020,bagai lihat kondisi indonesia sekarang rasa khawatir makin tambah rasa ancam sendiri hadap saing masa depan adapun cara positif jaga sehat mental generasi,-1,Negatif
Fri Oct 02 07:47:21 +0000 2020,simpul saling mengigatkan betapa penting jaga sehat mental masa sekarang utama generasi loveyourself adhikara mabaub rajabrawijaya kitasatubrawijaya kreasinyatabrawijayans,1,Positif
Fri Oct 02 07:45:25 +0000 2020,darurat sehat mental generasi penelitianamerican psychological associationapa tahun judul stres america generation anak muda usia tahun kelompok manusia kondisi sehat mental buruk,-4,Negatif
Fri Oct 02 07:04:24 +0000 2020,sehat sering sekali hubung fisik nyata sehat mental penting diri who nyata generasi milenial utama gen lebih rentan masalah mental health,-3,Negatif
Fri Oct 02 03:47:14 +0000 2020,sehat mental padahal sehat mental rupa penting utama generasi sangat aktif guna sosial media jaga sehat bukan fisik sehat mental jaga jadi imbang laku,1,Positif
Thu Oct 01 20:10:58 +0000 2020,jaga sehat mental sangat penting utama generasi redyta zalfa fayza putri maharani fakultas ilmu budaya didik bahasa sastra inggris cluster stayhealthy adhikara mabaub rajabrawijaya kitasatubrawijaya kreasinyatabrawijayans,0,Netral
Thu Oct 01 10:44:14 +0000 2020,usia kelompok manusia milik konidisi sehat mental buruk banding generasigenerasi lain faktor besar stres sebab sehat mental generasi dunia pasuk modern buat generasi lebih,-2,Negatif
Thu Oct 01 10:37:07 +0000 2020,penting sehat mental generasi a thread,-1,Negatif
Thu Oct 01 09:02:00 +0000 2020,generasi rasa jenuh sosial ajar baru luar sana sehat mental perlu perhati sering temu berita artikel bahas sehat mental anak,0,Netral
Thu Oct 01 09:01:55 +0000 2020,teliti american psychological association apa tahun judul stres america generation remaja usia tahun milik sehat mental lebih buruk generasi atas,-3,Negatif
Thu Oct 01 07:44:38 +0000 2020,teliti american psychological association apa tahun judul stres america generation generasi generasi sehat mental paling buruk generasigenerasi lain,-5,Negatif
Thu Oct 01 06:43:51 +0000 2020,generasi jadi terus bangsa masa depan generasi mental sehat kuat sehat sangat pentik sehat mental generasiz jangan sehat mental ganggu masa depan cemerlang,-4,Negatif
Thu Oct 01 06:42:22 +0000 2020,pengaruh masalah sehat mental generasiz banyak isuisu bagai sebar dunia maya buat timbul banyak khawatir generasi,-2,Negatif
Thu Oct 01 06:38:36 +0000 2020,alami generasi kata sehat mental baik genrasi kata alami gejala fisik emosional akibat masalah sehat mental dominasi stres,-6,Negatif
Thu Oct 01 06:38:10 +0000 2020,masalah sehat banyak jadi generasi dominasi kalang remaja banyak faktor pengaruh banyak generasi alami masalah sehat mental lingkung sekolah kampus lingkung keluarga isu politik leceh,-8,Negatif
Thu Oct 01 06:32:56 +0000 2020,tugas raja brawijaya adikhara essai mental healt generasi masalah sehat mental kalang generasi astri aprilia cluster,-4,Negatif
Thu Oct 01 02:35:13 +0000 2020,mental healt generasi sehat mental buah kondisi orang bebas segala bentuk gejalagejala ganggu mental,-2,Negatif
Thu Oct 01 02:17:08 +0000 2020,pandemi covid banyak bawa ubah hidup masuk bidang teknologi lingkung masyarakat ancam sehat fisik sehat mental pandemi covid sangat dampak generasi masuk sehat mental,-7,Negatif
Wed Sep 30 15:06:39 +0000 2020,penting jaga sehat mental generasi masa sekarang banyak ganggu pandemi sedang berlanggsung sehat mental tetap jaga rasa stres tekan ada sedang langsung,-3,Negatif
Wed Sep 30 14:04:02 +0000 2020,satu generasi sehat mental a thread,-1,Negatif
Wed Sep 30 13:19:14 +0000 2020,tanggulang masalah sehat mental generasi ikut upaya laku laku aktivitas fisik tetap aktif fisik pelihara pikir positif milik mampu atas masalah jaga cukup tidur,-1,Negatif
Wed Sep 30 12:01:15 +0000 2020,dasar data menteri sehat indonesia tingkat jumlah pasien ganggu mental indonesia seluruh dunia sebab pesat tumbuh hidup manusia tingkat beban hidup utama alami generasi,-2,Negatif
Wed Sep 30 09:05:27 +0000 2020,generasi pandaipandai jaga sehat mental sehat mental pengaruh segala laku jaga diri sendiri upaya jaga sehat mental orangorang,-3,Negatif
Wed Sep 30 02:38:12 +0000 2020,cara jaga mental health generasi terima paham sehat mental kalian sibuk diri hobi bicara diri sendiri positif,-2,Negatif
Wed Sep 30 01:53:42 +0000 2020,kondisi sehat mental generasi sangat perlu jadi perhati banyak pihak bagai pihak perlu terus kembang sosialisasi kena penting sadar sehat mental,-1,Negatif
Tue Sep 29 13:56:03 +0000 2020,namasaniyah salma fakultasilmu hukum jurusanhukum cluster sehat mental seringkali dinomorduakan banyak orang lebih mengutamakann sehat fisik rasa tekan hidup generasi rasa stres akibat informasi tak bendung,-4,Negatif
Tue Sep 29 13:46:20 +0000 2020,kondisi sehat mental generasi sangat perlu perhati banyak pihak bagai pihak perlu terus kembang sosialisasi kena penting sadar sehat mental generasi muda kelak bangun bangsa perlu jaga diri sendiri,-4,Negatif
Tue Sep 29 12:59:29 +0000 2020,namaatha darari putra fakultas teknik jurus teknik elektro cluster masalah sehat mental remaja khusus generasi timbul stres sepi depresi era pandemi banyak remaja habis banyak waktu,-11,Negatif
Tue Sep 29 12:44:27 +0000 2020,buat pilih picu hasrat sakit diri sendiri banyak cara jaga sehat mental anak muda generasi indonesia salah satu tebar segala positif orang cara tumbuh rasa percaya diri,-7,Negatif
Tue Sep 29 12:29:26 +0000 2020,alami ganggu mental awal stres kemudian lanjut jadi depresi berat sebab kasus bunuh diri perlu peduli penting sehat mental anak anak generasi,-8,Negatif
Tue Sep 29 12:29:25 +0000 2020,buat generasi sangat rentan ganggu sehat mental faktor picu sangat agam mulai keluarga media sosial teman,0,Netral
Tue Sep 29 12:07:48 +0000 2020,maret who rilis pandu laku antisipasi rusak sehat mental remaja utama generasi,0,Netral
Tue Sep 29 12:05:38 +0000 2020,tahu sebut wajar sehat mental generasi sangat penting jaga mereka sebar informasi cepat sosial media mental generasi rusak sebar berita hoax sosial media kendali,-2,Negatif
Tue Sep 29 11:47:35 +0000 2020,sehat mental biasa sebut mental health sehat mental sangat penting utama generasi generasi terus bangsa generasi tentu ada negeri puluh tahun depan,-4,Negatif
Tue Sep 29 10:51:39 +0000 2020,ambil simpul sehat mental generasi salah satunua pengaruh handphone sering main sosial media banding hidup orang picu depresi stres,-2,Negatif
Tue Sep 29 09:25:17 +0000 2020,lalu jaga sehat mental sangat penting jaga utama generasi,0,Netral
Tue Sep 29 09:25:17 +0000 2020,sini sampai ringkas essai buat judul penting sehat mental samping menjagakesehatan fisik saat pandemi covid utama generasi,-2,Negatif
Tue Sep 29 08:33:00 +0000 2020,sini aku bahas kena penting sehat mental generasi generasi,-2,Negatif
Tue Sep 29 07:45:26 +0000 2020,sarmita ayu sefiani fakultas teknik prodi teknik kimia cluster penting mental health generasi sehat mental pengaruh peristiwa hidup tinggal dampak besar pribadi perilaku orang,-3,Negatif
Tue Sep 29 04:15:27 +0000 2020,ikut laku jaga sehat mental lama pandemi virus corona terutatama generasi laku aktivitas fisik konsumsi makan gizi henti biasa buruk,-6,Negatif
Tue Sep 29 00:00:47 +0000 2020,nama farida oktafiyanofita putri fakultas terna psdku diri jurus terna cluster teknologi sangat pengaruh sehat mental generasi generasi sangat gantung teknologi generasi lebih selektif,-5,Negatif
Mon Sep 28 16:20:18 +0000 2020,generasi sehat mental sangat perlu banyak ubah jadi era generasi generai sendiri banyak ubah paham kondisi hidup,-2,Negatif
Mon Sep 28 15:49:51 +0000 2020,sehat mental kalah penting sehat fisik remaja zaman generasi masa remaja rupa masa alih masa anakanak tuju masa dewasa,-2,Negatif
Mon Sep 28 15:11:54 +0000 2020,ringkas esai penting mental health masa generasi mental health sehat mental kondisi batin ada tentram tenang mungkin nikmat hidup seharihari harga orang adapun penting,0,Netral
Mon Sep 28 15:07:01 +0000 2020,kelompk manusia kondisi sehat mental buruk banding generasigenerasi lai masa pandemi banyak anak muda generasi strees akibat banyak nya masalah masa sekarang anjur perintah stay,-6,Negatif
Mon Sep 28 14:22:20 +0000 2020,simpul saling mengigatkan betapa penting jaga sehat mental masa sekarang utama generasi,1,Positif
Mon Sep 28 12:09:46 +0000 2020,gen generasi rentang kena ganggu sehat mental depresi pelihara pikir positif cegah ganggu sehat mental jaga sehat mental loveyourself,-3,Negatif
Mon Sep 28 11:24:50 +0000 2020,internet malah buat kondisi sehat mental generasi makin buruk bukan stres jadi candu tumbuh sikap anti sosialmungkin solusi beri generasi beri panggung salur minat,-1,Negatif
Mon Sep 28 11:24:49 +0000 2020,isu masalah sebut tinggi akses informasi pengaruh sehat mental makin mudah oleh informasi edar lebih banyak pikir timbul stres makin generasi tahu informasiinformasi sebut,0,Netral
Mon Sep 28 11:24:45 +0000 2020,timbul sakit fisik salah satu organisasi bidang sehat internasional who world health organization meyebutkan generasi lebih rentan kena ganggu sehat mental tambah masa muda masa cari jati diri buat diri,-7,Negatif
Mon Sep 28 11:19:24 +0000 2020,perintah milik peran penting tangan masalah sehat mental khusus generasi perintah tingkat sedia sarana prasarana bantu masyarakat sedang alami masalah sehat mental,1,Positif
Mon Sep 28 11:19:24 +0000 2020,kondisi sehat mental generasi perlu perhati banyak pihak bagai pihak sosialisasi beri edukasi kena sadar penting sehat mental,-3,Negatif
Mon Sep 28 11:19:23 +0000 2020,masa sekarang teknologi satu per satu alami kembang sangat pesat teknologi ganggu sehat mental generasi teknologi faktor sosial ekonomi budaya politik didik pengaruh sehat mental generasi,-4,Negatif
Mon Sep 28 09:44:31 +0000 2020,generasi tumbuh rasa duli isuisu ada pandemi covid akibat tingkat masalah sehat mental masyarakat,-3,Negatif
Mon Sep 28 09:44:28 +0000 2020,mudah informasi masuk jadi salah satu sebab tingkat masalah sehat mental indonesiaketergantungan generasi media sosial sebab lebih mudah papar informasiinformasi sebar,-2,Negatif
Mon Sep 28 03:09:49 +0000 2020,nama anggita dian pramudhita fakultas terna jurus terna cluster langsung maupun langsung masa pandemi sebab banyak orang alami ganggu sehat mental kecuali kaum muda generasi,-3,Negatif
Sun Sep 27 23:11:30 +0000 2020,pertama kenal nama rizkynanda finhartanto mahasiswa universitas brawijaya fakultas ilmu sosial ilmu politik jurus hubung internasional cluster kali bagi buah thread penting sehat mental generasi,1,Positif
Sun Sep 27 17:54:53 +0000 2020,media sosial pisah generasi generasi guna bijak salah satu guna sosial media bijak singgung sehat mental,0,Netral
Sun Sep 27 16:53:47 +0000 2020,sehat mental sehat sangat penting milik mungkin orang kerja produktif utama generasi rupa terus bangsa indonesia,2,Positif
Sun Sep 27 10:06:19 +0000 2020,bagi ilmu jaga sehat mental generasi era covid kata mental biasa sebut mentalitas cara pikir manusia ajar merespon suatu mental sangat berepengaruh hidup sosial,2,Positif
Sat Jun 27 12:00:52 +0000 2020,remaja tahun generasi iman amp sehat mental fasilitator moze simanjuntak julianto simanjuntak amp tim lk rabu juli sd aug wib sesi digital detox temu,-2,Negatif
Mon Jun 22 06:10:49 +0000 2020,generasi iman amp sehat mental candugame gameonline rekonsiliasi ampun awanhitam depresi bunuhdiri lembahkekelaman lukabatin generasiz kesehatanmental mentalhealth kehidupankristen remajakristen remaja,-2,Negatif
Mon Jun 22 06:10:48 +0000 2020,generasi iman amp sehat mental underpressure spiritualitaskristen lostinfear pembangunankarakter characterbuilding remajaindonesia mahasiswaindonesia indonesia indonesiaemas masadepanindonesia bonusdemografi produktivitas,-1,Negatif
Mon Jun 22 06:10:48 +0000 2020,generasi iman amp sehat mental umur umur umur umur pemuda keluargakristen imankristen christianfaith berbagiinfokristen pemikirankristen pendidikankristen selfcare mindfullness wellbeing loneliness sepi tekan takut,-2,Negatif
Mon Jun 22 06:10:47 +0000 2020,generasi iman amp sehat mental seminaronline indonesia seminarkristen christianyouth anak orangmudakristen orangtua parenting pendidikananak kelas kelas kelas kelas kelas mahasiswabaru mahasiswakristen umur umur umur umur,-7,Negatif
Tue May 05 12:20:38 +0000 2020,nah gen lebih buka lapor simptomsimptom psikologis rasa papar informasi lebih kembang didapetin generasi makanya gen anggap lebih aware sama sehat mental,3,Positif
Fri Jan 24 09:33:18 +0000 2020,halo nusantara bidang human development hd ada kaji advokasi i tema manajemen sehat mental era generasi daftar diri kalian lalu cp khairunnisa forkompi nada harmoni nusantara,2,Positif
Sun Jul 14 05:43:55 +0000 2024,kotler perbezaan generasi gen vs gen amp alpha gen financial struggle sebab lebih pantas ajar urus wang pelabur masa depan banyak belanja produk materialistik amp utama gen amp alpha,1,Positif
Sun Jul 14 01:05:35 +0000 2024,gen hanyaa mau hidup finansial metal stabil tjukup mental stabil kunci finansial stabil nah ngestabilinnya pr banget yakin banget ngadepinnya,7,Positif
Fri Jul 12 08:54:15 +0000 2024,sasa aden duale ataenda wapi nya ngamia zake zilikufa juu kiangazi reject financial bill real gen,1,Positif
Thu Jul 11 16:23:37 +0000 2024,president ruto yirukanye ku mirimo abaminisitiri bagiye government nyuma yimyigaragamyo gen yamagana financial bill rutikanga twitege iki nyuma yibi,0,Netral
Mon Jul 08 10:04:44 +0000 2024,usaha walaupun gen gen milenial jadi generasi sandwich financial stabil setle carrier ngangkat derajat keluarga gtgtgtgt,1,Positif
Sat Jul 06 20:55:30 +0000 2024,spencer haiya kube nih gen pia apewe financial bill aihandle,0,Netral
Tue Jul 02 15:39:21 +0000 2024,ruto nishaangusha financial billmnataka nini tena gen anguka nayo,0,Netral
Tue Jul 02 12:57:17 +0000 2024,nama siskawati simandalahi pukul wib judul analisis hubung financial attitude financial knowledge family financial socialization perilaku manajemen uang gen jabodetabek timbang financial selfefficacy variabel mediasi,3,Positif
Sun Jun 30 15:50:57 +0000 2024,mwaipaya kenya nih gen wanareject financial bill ila bongo nih kazi,0,Netral
Fri Jun 28 09:16:41 +0000 2024,kalian gen relate enggak tantang gen buat punya rumah pertama finansial batas pinterpinter cari rumah sesuai kriteria sesuai budget nah minpin tips buat mudah cari rumah pertama,5,Positif
Thu Jun 27 23:41:22 +0000 2024,lepas era sekarang semua serba mahal alhamdulillah nya gen aware lebih mentingin financial banding nikah muda,0,Netral
Wed Jun 26 19:32:11 +0000 2024,ivi kumbe wamemchoka nya sio financial bill sasa hii itakua nih kisiasa zaidi nya sio gen tena,1,Positif
Wed Jun 26 08:36:38 +0000 2024,pitia hapa pia seneta anasapoti gen ila anaeleza effect kata huu muswaada katika financial system kenya,-1,Negatif
Tue Jun 25 17:59:30 +0000 2024,ramai duk sembang pasal childfree tak berani nak komen lebih iolls tak kahwin mula aku tak nak anak bukan masalah financial takut edar zaman tengok lah gen macam mana alpha,-3,Negatif
Tue Jun 25 08:26:06 +0000 2024,fam be safe mimi nih mtanzania ila nawaunga mkono mnachokifanya kuitetea nchi yenu nya jamaa pia kwa ujumla never give up reject financial bill people power gen,0,Netral
Mon Jun 24 11:40:08 +0000 2024,people of mombasa muache uoga kesho tunatoka kwa pomoja kushinikiza financial bill bila uoga together we can achieve,0,Netral
Sat Jun 22 20:15:04 +0000 2024,toto anajua vizuri gen hafai kuambiwa imewaraukia after financial bill tunajua mtaanza story legalise weed mara tunataka prezzo anachana jaba tunataka tupewe serikali nusu godly govnmt should ban all substance esp bhang for harmonious rshp our country,-1,Negatif
Sat Jun 22 18:05:25 +0000 2024,wakuu sih mnifollow gen for gen nya tukikataa hii financial bill rejecttokeatuesday,1,Positif
Sat Jun 22 03:32:29 +0000 2024,kocak memang kali boomer selalu rendah gen miskin financial unstable overpopulasi sandwich generation sumber,-3,Negatif
Fri Jun 21 09:49:27 +0000 2024,banjukaformfriday sama gen nya millenial mpooo ndo hii mida yenu sasa hapa leo kwenye banjukatrendz napiga story nya embarambamba makokha makacha tom daktari smart joker je wanasemaje kuhusu financial bill tegea orang stream live sulwe,3,Positif
Fri Jun 21 09:05:21 +0000 2024,lapor etiqas gen financial health survey naik kos sara hidup ubah struktur ekonomi paksa generasi muda timbang mula simpan pelabur,-3,Negatif
Thu Jun 20 16:06:57 +0000 2024,uzur wa gen sisi hatuna kazi sok tunaweza piga maandamano siku zote reject financial bill genz,0,Netral
Thu Jun 20 10:40:43 +0000 2024,fakta nunjukin walaupun gen fase awal bangun karir batas mampu finansial banding generasi atas jadi milik rumah prioritas bravo gen semangat terus kerja biar makin banyak tabung,1,Positif
Thu Jun 20 09:40:36 +0000 2024,gen tukimalizia financial bill we supposed ensure that hawa watu wanaozea kwa viti mayut wameondoka we gat sok mau degrees rotting kwa sababu wasee wamekwama kwa viti zetu,-2,Negatif
Wed Jun 19 12:29:16 +0000 2024,can relate semangat mentemen gen semua mampir nih buat insight kena financial biar tetap financially fit,1,Positif
Tue Jun 18 19:23:52 +0000 2024,thursday tunaweza amka tupate wamezima kali bna alaf gen kak ulipost anything else apart from reject financial bill wewe n jiambie mimi n mojinga kinuthia,0,Netral
Tue Jun 18 07:00:00 +0000 2024,generasi milenial gen sering jebak utang paylater pinjam online aturgaji hadir beri edukasi pandu finansial kamu kelola dapat keluar bijak smartfinance aturgaji,-1,Negatif
Tue Jun 18 04:59:04 +0000 2024,generasi milenial gen sering sebut sandwich generation urus butuh keluarga multigenerasi atur uang sendiri aturgaji kasih solusi edukasi pandu finansial gampang paham generationfinance aturgaji,0,Netral
Wed Jun 12 14:14:15 +0000 2024,obligasi cocok buat orang punya dana nganggur lumayan gede arti orang financial settle gen bagi besar titi karir proses ngumpulin dana lagi ngapa sih ngejar anak piyik buat ngutangin duit negara,4,Positif
Sat Jun 08 05:31:02 +0000 2024,teliti banyak gen punya anak kendala financial lengkap,0,Netral
Wed Jun 05 12:10:08 +0000 2024,luncur salvi laksana sama ingat satu tahun digital financial center harap salvi beri hasil literasi uang digital kalang mahasiswa utama kalang gen masyarakat luas umum,4,Positif
Tue Jun 04 14:33:48 +0000 2024,apasih gen mulu jadi alesan jir gbisa punya rumah makin kesini melek finansial realistis ngitung enggak mudahny langsung ambil kpr cekik diitung rugi kalo total waktu masa cicil kpr akhir banding bangun rumah sendiri gede cicil,1,Positif
Tue Jun 04 02:50:58 +0000 2024,kredit hutang and cukai all those financial awareness and gen still the one banyak bankrap muda,-2,Negatif
Mon Jun 03 10:00:01 +0000 2024,halo life friends apa betul gen capai financial independence yuk diskusi sama sini eazylifebnilife solusiproteksi mulaisekarang asuransijiwa asuransi proteksi perlindunganjiwa,2,Positif
Mon Jun 03 03:06:46 +0000 2024,mau kabinet menteri menteri jangan ternak orang miskin gen tak mati perdata lengkap infobank bank banking perban financial ekonomi prabowo gibran prabowogibran korupsi koruptor menteri genz,-6,Negatif
Wed May 29 06:55:24 +0000 2024,we offer the best internet services kasarani no data caps low latency best experience online mikel arteta malema uclfinal kikuyus helb karen nyamu financial bill simps mogadishu sudi gen etims,-1,Negatif
Sun May 26 11:02:02 +0000 2024,selamat datang dunia orang dewasa gen mulai pasuk fase quarter life crisis financial crisis sobat idx nyisihin budget buat ganti gadget tahun sekali beli sepatu kini tren berat banget tuntut hidup moga,3,Positif
Thu May 23 16:47:42 +0000 2024,semua ubah gara gara krisis finansial asia tahun krisis krisis buat periodisasi genz indonesia beda amrik pandang gue kalau amrik indonesia masuk gen baru lahir dampak krisis turun,-8,Negatif
Thu May 23 09:50:50 +0000 2024,buah financial goal gen,0,Netral
Thu May 23 07:31:35 +0000 2024,gen sandwich generation gue paham banget sama sih sama pengin bebas laku banyak ambisius sisi keluarga bebas finansial plus ortukakek nenek tua erti banget awal egois enggak mau ikut urus keluarga,0,Netral
Wed May 22 08:51:48 +0000 2024,gen rapat miniv bisikin cara dapat financial freedom umur an siapa sih enggak pengin simak video invlinic genz financialfreedom financialtips,0,Netral
Wed May 22 04:12:54 +0000 2024,bapak mikir lah gen banyak anggur memilki didik cukup alasannhya financial bagaimana mau maju kalo kayak begini terus kurikulum gonta ganti mulu capek tau pak,-5,Negatif
Mon May 20 03:54:47 +0000 2024,gue gen malah pikir property rumah makin tahun makin mahal gue pikir bagaimana cara duit muter biar beli rumah biar anak lahir rahim gue punya fasilitas jamin bjir boro nikah struggle pikir finansial,5,Positif
Fri May 17 16:59:16 +0000 2024,sebab faktor disabilitas kurang pada transportasi kurang finansial didik mungkin jadi perhati mas gibran tweet daya gen,-5,Negatif
Tue May 14 12:04:01 +0000 2024,kapai pilih that thing kalo perempuan matang financial power superior mau punya pacar cewek gen,1,Positif
Wed May 08 08:01:49 +0000 2024,makanya cewek gen enggak sedikit kan kalo suka suka bahkan nikah laki matang mapan alam baik umur financial jiwa macam sugar dedi bukan unt jadi simpan,-2,Negatif
Wed May 08 07:58:14 +0000 2024,makanya cewek gen enggak sedikit kan kalo suka suka bahkan nikah laki matang mapan alam baik umur financial jiwa macam sugar dedi bukan unt jadi simpan,-2,Negatif
Sun May 05 04:17:58 +0000 2024,sila kerja tes ikut menit maaf apa kompensasi orang rekruter picu debat internet ungkap kesal orang kandidat gen kandidat sebut minta kerja financial modelling test lama menit,0,Netral
Mon Apr 29 10:21:32 +0000 2024,hahahaa gen melek financial plan memang,0,Netral
Mon Apr 29 08:33:46 +0000 2024,beli rumah jadi salah satu citacita ingin semua orang makanya yuk tahu strategi beli rumah milenial gen financial planner,1,Positif
Mon Apr 29 04:31:03 +0000 2024,wah gen support najibzz i saw the tt comments i tengok parents i okay je financial bila najib lead our country lah kau tau parents kau punya financial camana dulu tak orang nak cerita susah orang cringe siot,0,Netral
Tue Apr 23 06:46:08 +0000 2024,meeting kantor semua isiny milenial sama gen jawa semua kadang gue suka frontal asa jadi tokoh antagonis i mean financial dept kalo enggak frontal enggak nyaman wkwkwk,2,Positif
Thu Apr 18 16:38:29 +0000 2024,girls gen atas nih makin woke akibat pengaruh motivasi socmed up ego dorg rasa diri entitle sombong kata princess sindrome demand lelaki high class financial stable hensem dorg mmpu on table just muka amp puci je no something bervalue dorg bang,-5,Negatif
Tue Apr 16 10:56:58 +0000 2024,laku gen bukan sandwich gen orang tua support financial,-1,Negatif
